name,lat,lng
Welsh,30.2355,-92.8135
Somerville,35.2352,-89.3869
Moscow Mills,38.94,-90.9254
Red Oak,36.0415,-77.9064
Jefferson,44.7171,-123.0068
Iowa,30.2393,-93.013
Pickens,34.8856,-82.7104
Arbuckle,39.0141,-122.061
Parker,34.0286,-114.2224
Annandale,45.2599,-94.1205
Winnebago,42.2671,-89.234
Williamsburg,41.6683,-92.0103
Morada,38.0386,-121.2456
Dalzell,34.0189,-80.4297
Berwyn Heights,38.9928,-76.9132
Golden Grove,34.7324,-82.4407
Lake Park,35.0849,-80.6349
Shady Spring,37.7032,-81.0914
Plymouth,35.8588,-76.7487
Victor,43.6014,-111.1108
Hominy,36.4219,-96.393
Warm Beach,48.1665,-122.3448
Clare,43.8259,-84.763
East Basin,40.7359,-111.4708
Jackson,43.6265,-94.9891
Magnolia,31.1619,-90.467
Holiday Shores,38.9222,-89.936
Blissfield,41.8311,-83.8635
Amesti,36.9583,-121.7805
Chenango Bridge,42.1716,-75.8586
Pomona,41.1891,-74.0543
Penrose,38.4213,-105.0004
Muldrow,35.404,-94.5976
La Blanca,26.3048,-98.0286
Brenas,18.4734,-66.3346
Hahira,30.9941,-83.3786
Llano,30.7509,-98.6763
Emerald Lakes,41.0845,-75.4154
Winchester,33.7146,-117.0775
New Orleans Station,29.8314,-90.0211
West Wyomissing,40.3222,-75.995
Pleasant Hill,40.3369,-76.448
Grangeville,45.926,-116.1224
Spencer,35.6986,-80.4254
Hodgenville,37.5668,-85.7354
Carmel-by-the-Sea,36.5528,-121.9222
Ridgecrest,27.8923,-82.8074
Blountville,36.533,-82.329
Louisiana,39.4413,-91.0626
Boscobel,43.1437,-90.6948
Pemberwick,41.0225,-73.6564
New York Mills,43.1007,-75.2932
Lake Holm,47.2985,-122.1335
Bullard,32.1451,-95.3196
Dunean,34.8203,-82.4225
Trafford,40.3846,-79.7576
Nesquehoning,40.866,-75.8322
Crystal River,28.8964,-82.5991
Masontown,39.8486,-79.9085
Carlyle,38.6217,-89.3734
Cascade Valley,47.1417,-119.326
Lake Providence,32.8132,-91.1825
Morganfield,37.6869,-87.8878
Hartville,40.9618,-81.3348
Chincoteague,37.9593,-75.3495
Bandon,43.1141,-124.4158
Thiensville,43.2361,-87.9785
South Hempstead,40.6814,-73.6233
Newcastle,43.851,-104.2123
Mattapoisett Center,41.6666,-70.8056
Wayne Heights,39.7455,-77.5437
Point Baker,30.6855,-87.0522
Ely,47.9054,-91.8517
North Plains,45.5974,-122.9948
Brillion,44.1758,-88.0707
Palo Cedro,40.5658,-122.2425
Paw Paw Lake,42.2113,-86.2759
Aguas Buenas,18.2573,-66.1061
Ravena,42.4755,-73.8112
Marion,32.6318,-87.3172
Avery Creek,35.4651,-82.5719
East Dennis,41.7392,-70.1577
Karnes City,28.8858,-97.9002
Algona,47.282,-122.2504
Johnson Creek,43.0812,-88.7702
Fort McKinley,39.8027,-84.246
Sugar Creek,39.1433,-94.3994
Athens,41.9515,-76.5187
Lake Erie Beach,42.6242,-79.0786
Perkins,35.9785,-97.0301
Narragansett Pier,41.4281,-71.4668
Ossian,40.877,-85.1683
West Liberty,37.9161,-83.2668
Gowanda,42.4612,-78.9339
Kaunakakai,21.0905,-156.9981
Hartford,43.621,-96.9424
Hamburg,41.1485,-74.5736
South Dennis,41.7051,-70.1537
Blairsville,40.4326,-79.2599
Petersburg,56.7566,-132.8727
Moosup,41.7173,-71.8757
Moose Lake,46.4442,-92.7654
Knoxville,40.907,-90.2857
Lowesville,35.4193,-80.9998
Groveville,40.1679,-74.6523
Lewes,38.7776,-75.145
Sisco Heights,48.118,-122.1112
Milford,43.3336,-95.1478
Hoosick Falls,42.9009,-73.35
Paris,35.2894,-93.7252
Baldwyn,34.5071,-88.6416
North Browning,48.5706,-113.0267
Blue Earth,43.6409,-94.1005
Hiawatha,39.8519,-95.538
Centerville,40.03,-79.9633
Dandridge,36.0284,-83.4308
Boiling Springs,40.1592,-77.1391
Oakridge,43.7451,-122.4638
Brodhead,42.6168,-89.3756
Mount Shasta,41.3206,-122.315
Mannford,36.1306,-96.334
Howards Grove,43.8261,-87.8232
River Road,35.5107,-76.9898
Kingstree,33.6665,-79.8292
Ocala Estates,29.2018,-82.3098
Willcox,32.2515,-109.8359
Niantic,41.3258,-72.1952
Brackenridge,40.6079,-79.7411
Eielson AFB,64.6741,-147.0605
Wesleyville,42.1369,-80.0123
Rush City,45.6875,-92.9655
Montgomery,44.445,-93.5797
Dundee,45.2759,-123.007
Williams,35.2476,-112.1834
South Jacksonville,39.7025,-90.2292
Sleepy Hollow,42.0912,-88.3138
Winnsboro,34.3718,-81.0907
Peaceful Valley,48.9507,-122.1484
Havana,40.295,-90.0566
Macungie,40.5165,-75.5545
Penbrook,40.2781,-76.8483
South Alamo,26.1517,-98.1079
Livingston,32.5982,-88.1891
Moss Beach,37.5184,-122.5036
Yorkville,42.7155,-88.0097
Buffalo,37.6444,-93.097
Corning,36.4134,-90.5839
West Fork,35.9355,-94.18
Minerva,40.7306,-81.1023
Hogansville,33.1674,-84.9027
Milton,38.775,-75.3102
Woodbourne,40.2017,-74.8873
Beloit,39.4645,-98.1082
Waialua,21.566,-158.1199
Hinton,35.4895,-98.3575
Algoma,44.6058,-87.4465
Port Angeles East,48.1041,-123.3694
Rockfish,34.9902,-79.0694
Garnett,38.2845,-95.2408
Melbourne Beach,28.0668,-80.561
Rockwood,42.0705,-83.243
Chandler,32.3065,-95.4781
Wellford,34.962,-82.0937
Newton,32.3296,-89.1534
Orofino,46.4866,-116.2572
Cashmere,47.5175,-120.467
Country Club,39.8388,-94.8205
Mobridge,45.5409,-100.4349
Sharpsburg,40.494,-79.9249
Brent,32.9421,-87.1753
Mount Penn,40.3287,-75.8897
Stonybrook,39.9811,-76.6306
Burlington,39.3042,-102.2712
Galena,42.4218,-90.4293
Warrior,33.8149,-86.8157
Cuthbert,31.7713,-84.794
Leisuretowne,39.8987,-74.7059
Chimayo,35.9981,-105.9413
Redwood,42.4219,-123.3915
Buzzards Bay,41.755,-70.6128
Cuba,38.0671,-91.4057
Desert View Highlands,34.5903,-118.1535
South Beach,27.5883,-80.3435
Bunnell,29.4193,-81.3231
Tangelo Park,28.456,-81.4465
Sherwood,44.1763,-88.2756
Lake Royale,35.9666,-78.196
Vado,32.1278,-106.6571
Kotzebue,66.8766,-162.5231
Gloucester Courthouse,37.4053,-76.526
Monmouth Beach,40.3364,-73.9863
Bath,42.8199,-84.4544
State Line,39.7329,-77.7247
Ladysmith,45.4606,-91.0973
Ferriday,31.6343,-91.5562
Tipton,36.0572,-119.3135
Eagle Lake,44.1636,-93.8823
Port Washington North,40.8434,-73.7014
Glasgow,48.199,-106.6321
McChord AFB,47.133,-122.4923
West Burlington,40.8215,-91.1755
Tallapoosa,33.7335,-85.2859
Coqui,17.9793,-66.2255
Biscoe,35.3585,-79.7816
North Shore,37.0783,-79.6525
Lodi,43.3154,-89.5367
Elizabethtown,34.6219,-78.6074
Chico,47.6226,-122.7193
Red Bay,34.4357,-88.1361
Monument Beach,41.7192,-70.606
Carrollton,40.5787,-81.0907
Denmark,33.3152,-81.1364
Gambrills,39.0927,-76.6511
Bishop,27.5852,-97.7975
Gleed,46.6594,-120.6025
Barton Creek,30.2818,-97.8681
Hideaway,32.489,-95.4578
Cassville,36.6786,-93.8682
Georgetown,39.9774,-87.6354
Wrightstown,44.3263,-88.1756
Cutten,40.7657,-124.1445
Nyssa,43.8779,-116.9956
Saluda,34.0009,-81.7713
Villa Ridge,38.4676,-90.8854
New Holstein,43.9491,-88.0942
Val Verde,34.4504,-118.6717
Cleveland,36.3008,-96.4635
Hanceville,34.0632,-86.7645
McDonald,41.1636,-80.7233
Brightwaters,40.7193,-73.2642
Harriman,41.3088,-74.1445
Reliez Valley,37.9399,-122.1027
Blountstown,30.443,-85.0455
Fiskdale,42.1229,-72.1089
Ingalls Park,41.5204,-88.0345
Slippery Rock,41.0695,-80.058
Wolfdale,40.1979,-80.3001
Lutcher,30.0646,-90.7124
Erda,40.6028,-112.3214
Southern Gateway,38.3489,-77.5036
Claryville,38.914,-84.4095
Hilltop,34.9755,-81.9586
Morongo Valley,34.0724,-116.5627
Lebanon,36.8991,-82.0784
Wellsville,40.6042,-80.655
Park Hills,39.0692,-84.5313
Greenwood,32.4359,-93.9643
Putney,31.4755,-84.101
Zillah,46.4084,-120.2727
Vivian,32.8711,-93.9862
Lincoln Heights,39.2434,-84.457
Wilder,39.0401,-84.4816
Big Coppitt Key,24.5914,-81.6574
Northeast Ithaca,42.4703,-76.4623
Maybrook,41.4881,-74.213
Piney Point Village,29.7588,-95.5156
Orchard City,38.8144,-107.9705
Central Park,46.9705,-123.7018
Tipton,41.7701,-91.1283
Pine City,45.8368,-92.9682
Skidway Lake,44.1918,-84.0467
Millersburg,40.5533,-81.9171
Horace,46.7558,-96.9078
Big Sky,45.2592,-111.3426
Valley View,39.9497,-76.701
Winfield,38.5292,-81.8857
Shelby,48.5031,-111.8614
East Greenville,40.4057,-75.5059
Red Springs,34.8046,-79.1822
Montezuma,32.2997,-84.0246
La Paloma,26.0518,-97.6552
Valhalla,41.0773,-73.7778
Hokendauqua,40.6585,-75.4952
Wewoka,35.1441,-96.4968
Dover Base Housing,39.1178,-75.4837
Churchill,40.4389,-79.8416
Grantville,33.2371,-84.8293
West Union,38.7917,-83.5441
Holmes Beach,27.5108,-82.7152
East Brewton,31.0906,-87.0556
Le Roy,40.3395,-88.7628
Mount Morris,43.1176,-83.6987
Erwinville,30.541,-91.3885
Hollywood Park,29.5994,-98.4841
Edgewood,40.4313,-79.8839
Mineral Springs,34.9412,-80.6847
Country Squire Lakes,39.038,-85.6849
Woodbury Heights,39.816,-75.1511
Nicholls,31.5186,-82.6396
Tybee Island,32.0095,-80.8531
San Saba,31.1975,-98.7194
DeQuincy,30.449,-93.4456
Summit,31.2808,-90.467
Clyde Hill,47.6304,-122.218
Pitcairn,40.4079,-79.7765
Biscayne Park,25.8818,-80.1814
East Dundee,42.0972,-88.2545
Summit Hill,40.8249,-75.8464
Byrnes Mill,38.4395,-90.5741
South Pittsburg,35.0111,-85.7183
Burgaw,34.5509,-77.9224
Corunna,42.9837,-84.1162
Stanton,37.8465,-83.8564
Kurtistown,19.586,-155.0713
Marshall,38.8661,-77.8453
Salmon,45.1743,-113.8947
Kingman,37.648,-98.1167
Hill 'n Dale,28.519,-82.2918
Proctor,46.7407,-92.2282
Okemah,35.4292,-96.2998
San Antonio Heights,34.1573,-117.6592
Sandia Heights,35.1747,-106.4884
Fairport Harbor,41.7475,-81.2731
Mount Gilead,40.5532,-82.828
Nashville,38.3541,-89.377
Hicksville,41.2944,-84.7648
Myerstown,40.3722,-76.3055
George West,28.33,-98.1183
Atoka,34.386,-96.1317
Arthurtown,33.9644,-81.0023
Cutchogue,41.0168,-72.4871
West Sand Lake,42.6402,-73.6033
Bamberg,33.2995,-81.0323
Cannon AFB,34.3885,-103.3185
Vienna,32.0926,-83.7868
Savanna,42.0904,-90.1395
Gloverville,33.5274,-81.8144
Ripley,38.8201,-81.7091
Ashland,41.0396,-96.3723
Pottsville,35.2312,-93.0654
Valley Green,40.1567,-76.7947
Nevada City,39.2607,-121.0231
Nags Head,35.9473,-75.6273
East Syracuse,43.0638,-76.0698
Dry Ridge,39.2589,-84.6342
Salunga,40.0929,-76.4279
Marin City,37.871,-122.5137
Early,31.7421,-98.9366
Corydon,38.213,-86.1257
Yerington,38.9554,-119.1101
Grand Saline,32.6776,-95.7114
Hawaiian Acres,19.5324,-155.0498
Auberry,37.0853,-119.4495
Riverview,38.7442,-90.211
Kingwood,39.4719,-79.6822
Baiting Hollow,40.9582,-72.7395
Wyoming,41.3058,-75.8418
Northwest Harwinton,41.7769,-73.0794
Snowmass Village,39.2212,-106.9392
Cactus,36.0444,-102.008
Upland,39.8562,-75.3796
Angwin,38.5776,-122.4513
Capitol View,33.965,-80.9223
Pine Ridge,43.027,-102.5524
Wildwood Crest,38.9718,-74.8377
Soda Springs,42.659,-111.5878
Iuka,34.8077,-88.1978
Lake Lotawana,38.902,-94.2626
Mount Pocono,41.1225,-75.3582
Linwood,39.8254,-75.4253
Blackhawk,44.1514,-103.334
Henrietta,33.8146,-98.1924
Pines Lake,40.9983,-74.2643
Moonachie,40.8408,-74.059
Lanai City,20.8279,-156.9147
North Fork,37.2306,-119.5199
Blue Ridge,37.3783,-79.8206
Lordship,41.1533,-73.1197
Bayshore,34.2893,-77.8025
Prescott,33.8056,-93.3909
McSherrystown,39.8036,-77.0199
Tonkawa,36.6769,-97.3235
Barranquitas,18.1848,-66.3102
Shady Cove,42.6117,-122.8179
Tama,41.9648,-92.5743
Shrub Oak,41.3257,-73.8296
Beulah,47.2665,-101.7734
Williston Highlands,29.3336,-82.5357
Syracuse,41.4226,-85.7492
Southern Shores,36.1205,-75.7328
Shorewood Forest,41.4598,-87.1497
Garner,43.1,-93.6031
Lakeshore,32.535,-92.0328
Eagle Crest,44.2614,-121.2995
Cold Spring Harbor,40.8621,-73.4506
Pawhuska,36.6687,-96.3313
Pajaro,36.9017,-121.7417
Kings Beach,39.245,-120.0203
West End-Cobb Town,33.6526,-85.8741
Meadowdale,47.8583,-122.316
Huntingtown,38.6117,-76.6187
National Park,39.8676,-75.1852
Frazier Park,34.8118,-118.9549
Chappaqua,41.1575,-73.766
Gladwin,43.9837,-84.4876
Cadiz,40.2644,-80.998
El Lago,29.5731,-95.044
Cornwall-on-Hudson,41.4369,-74.0145
Needville,29.3957,-95.8386
Doylestown,40.97,-81.6954
Beach City,29.7269,-94.8549
Wallburg,36.0088,-80.1453
Port Aransas,27.8102,-97.0875
Burnettown,33.5186,-81.8635
Wareham Center,41.7498,-70.7207
Greenwood Lake,41.2214,-74.2892
Williamson,37.6741,-82.2709
Wormleysburg,40.2604,-76.9094
Sherrill,43.0704,-75.5993
Lake City,33.6065,-84.3411
Canton,43.3032,-96.5848
Kenova,38.4026,-82.5822
Heavener,34.8919,-94.6075
Springtown,32.9693,-97.6804
Dadeville,32.8326,-85.7675
Welch,37.4455,-81.5721
Harbor Bluffs,27.9081,-82.827
Lake Nacimiento,35.7308,-120.8695
Crown Heights,41.6416,-73.9287
Beechwood Trails,40.0251,-82.6463
Cut Bank,48.6344,-112.3304
Celada,18.2667,-65.9621
Stirling,40.6782,-74.4936
Barbourville,36.8667,-83.885
Oostburg,43.6237,-87.7888
Chattahoochee Hills,33.5694,-84.7441
Keowee Key,34.8257,-82.9158
Bad Axe,43.8043,-82.9985
Windermere,28.5028,-81.5377
Port Ludlow,47.9101,-122.7006
Meadowood,40.8443,-79.8939
Mount Morris,42.0484,-89.4294
Bethany,40.2684,-94.0282
Oak Ridge North,30.157,-95.4421
Sloatsburg,41.162,-74.1902
Shark River Hills,40.1923,-74.0463
Bishopville,34.2202,-80.2483
Delphi,40.5834,-86.6668
Bethel Acres,35.3048,-97.037
Chaffee,37.1812,-89.6615
Walbridge,41.5864,-83.493
Cliffwood Beach,40.4427,-74.2179
Bal Harbour,25.8935,-80.1258
Bakerstown,40.6538,-79.9394
Dixmoor,41.633,-87.6673
Sale Creek,35.3894,-85.0874
Littleton Common,42.5352,-71.4727
Raymond,46.6839,-123.738
Minster,40.3947,-84.3789
Hudson Bend,30.414,-97.928
Checotah,35.482,-95.5224
Walsenburg,37.6307,-104.7818
Hortonville,44.3368,-88.6361
Port Richey,28.2759,-82.7254
Mount Hope,40.9182,-74.5508
Eunice,32.4461,-103.1986
Old Hill,41.1491,-73.3764
San Andreas,38.1911,-120.6763
Central City,41.1134,-98.0008
Lake Junaluska,35.5305,-82.9749
Overton,32.2759,-94.9726
Long Neck,38.6205,-75.1529
Bermuda Run,36.0041,-80.4306
East Newark,40.751,-74.1623
Olney,33.3644,-98.7585
Double Oak,33.0633,-97.1117
Moorefield,39.0675,-78.9623
Bushnell,28.686,-82.1165
Stallion Springs,35.0922,-118.6586
East Prairie,36.7789,-89.3837
Georgetown,38.9112,-120.8356
Pine Mountain Lake,37.8599,-120.1844
Milaca,45.7574,-93.6513
Huguley,32.8431,-85.2396
Genoa City,42.5065,-88.3192
Belle Meade,36.0994,-86.8562
Potterville,42.6299,-84.7433
Richville,40.7529,-81.4684
Green Level,36.1233,-79.3463
Kekaha,21.9684,-159.7141
Haskell,33.1597,-99.732
Longtown,35.2408,-95.5176
Mount Vernon,33.176,-95.2253
Ellsworth,38.7327,-98.2285
K. I. Sawyer,46.3299,-87.3673
Lake Delta,43.2893,-75.4672
Calais,45.134,-67.224
Brownstown,38.879,-86.0478
Drum Point,38.3324,-76.4307
Lake Arrowhead,43.6634,-70.7382
Dresden,36.279,-88.694
Mississippi State,33.4516,-88.7912
West Simsbury,41.8757,-72.845
Lucerne,39.0698,-122.7746
Kelly Ridge,39.5289,-121.4662
Big Lake,31.1941,-101.4534
Girard,42.0042,-80.3192
Nocona,33.7835,-97.7302
Combes,26.2448,-97.7257
Wallace,30.6746,-87.1996
Orwigsburg,40.6541,-76.104
Monroe City,39.6542,-91.7327
Moline Acres,38.7456,-90.243
Millen,32.8071,-81.9423
Clinton,42.0699,-83.9687
Mountville,40.0402,-76.4339
Williamstown,39.3987,-81.4549
Tutwiler,34.0172,-90.4333
DeWitt,34.2874,-91.3383
Minden,40.4981,-98.9672
St. Paul,38.8486,-90.7406
Okanogan,48.3673,-119.578
Annetta,32.6938,-97.6581
Gramercy,30.061,-90.6929
Iron River,46.0966,-88.6396
Castle Point,38.7568,-90.2485
Lead,44.3528,-103.7671
Lakewood,42.0992,-79.3201
Somerset,45.1257,-92.6731
Bayview,40.7654,-124.1787
Smithsburg,39.6559,-77.575
North Lakeport,39.0883,-122.9053
Baltimore,39.846,-82.6046
DeCordova,32.428,-97.6911
Indialantic,28.0871,-80.57
Jacksonville,42.3127,-122.9692
Eagle Lake,27.976,-81.7573
Braddock Heights,39.4117,-77.4991
Unadilla,32.2583,-83.7356
Green Forest,36.3347,-93.431
Kenhorst,40.3069,-75.9438
Chickamauga,34.8753,-85.2885
Valley,41.3148,-96.3566
North Shore,33.5157,-115.9092
David City,41.2578,-97.1282
Lawnside,39.8673,-75.0289
Onalaska,30.8209,-95.1111
Newton,38.9872,-88.1643
Mamou,30.6349,-92.4179
Daleville,37.415,-79.9132
Belville,34.219,-77.9976
Tishomingo,34.2388,-96.683
Granite Quarry,35.6131,-80.4489
Rothsville,40.1532,-76.2473
Little Flock,36.3853,-94.1363
East Dublin,32.5468,-82.8675
Sunset,30.4083,-92.0644
Union City,41.897,-79.8437
Wise,36.9767,-82.5809
Naples,40.4317,-109.4913
Canterwood,47.3765,-122.6021
Youngwood,40.2443,-79.5811
Parowan,37.8326,-112.8296
Troy,35.365,-79.8918
Roslyn,40.7991,-73.6491
Tusculum,36.175,-82.7454
Mohave Valley,34.9008,-114.5732
Bean Station,36.3323,-83.2852
Villalba,18.1278,-66.4819
Gosnell,35.9644,-89.9721
Lakeview Estates,33.7047,-84.0367
Hartsdale,41.0154,-73.8036
Bennett,39.7366,-104.4286
Ferrysburg,43.085,-86.2221
Buckner,39.1335,-94.1929
Fowlerville,42.6596,-84.0743
Ocean Grove,40.2119,-74.0083
Colwyn,39.9119,-75.253
Paddock Lake,42.5707,-88.1044
Tipton,38.6549,-92.7803
North Catasauqua,40.664,-75.4741
Casa Conejo,34.1848,-118.9445
Fairbanks Ranch,32.9919,-117.1859
Hoopa,41.0803,-123.6972
Solon,41.8055,-91.4961
Portageville,36.4295,-89.6993
Green Island,42.7474,-73.6926
Cumberland Center,43.7982,-70.2541
North Sioux City,42.535,-96.4998
Comunas,18.0846,-65.8435
Malabar,27.9884,-80.5781
Sonora,30.5707,-100.6423
Kechi,37.8234,-97.2891
Escatawpa,30.4912,-88.5495
Millington,40.6763,-74.5159
Frisco,39.5791,-106.0915
Louisburg,36.0986,-78.3009
St. Maries,47.3146,-116.5723
Williston,29.374,-82.4579
Lake City,42.018,-80.3465
Columbus,37.1716,-94.844
Gillespie,39.1258,-89.8174
Sisters,44.2923,-121.5531
Ajo,32.3923,-112.8839
Loiza,18.4309,-65.8801
Lakemore,41.0215,-81.4263
Bel-Ridge,38.7129,-90.3285
Timberville,38.6335,-78.7731
Brisas del Campanero,18.4316,-66.2261
Seagraves,32.942,-102.5657
Citrus City,26.3281,-98.3923
Stamford,33.0156,-99.6716
Long Lake,42.3758,-88.1276
Grenelefe,28.0579,-81.5538
Aromas,36.8771,-121.6404
Crownpoint,35.7173,-108.1432
Seymour,33.5958,-99.258
Glenville,41.0351,-73.6657
Sublimity,44.8294,-122.7923
Lake Wilderness,38.3036,-77.7277
Coalfield,36.0219,-84.4414
Castroville,29.3513,-98.8711
Versailles,40.222,-84.4831
Deer Lodge,46.398,-112.7334
Elkton,38.4106,-78.6161
Lochsloy,48.0598,-122.0411
Brookville,40.8123,-73.5696
Keasbey,40.5143,-74.3078
McCormick,33.9128,-82.2876
Afton,44.9041,-92.8174
Williams Bay,42.5788,-88.5457
Spearman,36.1982,-101.1943
Great Neck Estates,40.7857,-73.7396
High Bridge,47.7968,-122.0281
Frostproof,27.7494,-81.5252
La Salle,40.3484,-104.7062
Mohnton,40.2872,-75.987
Tierras Nuevas Poniente,18.4614,-66.4891
River Bend,35.0717,-77.1504
Mansfield,41.8062,-77.0787
Belmont,40.283,-78.8907
Simpsonville,38.2167,-85.3515
Garfield,30.1961,-97.5514
Alva,26.7188,-81.6269
Medina,47.6273,-122.2427
Philippi,39.1488,-80.0417
Cape May,38.9409,-74.9042
Florida,41.3312,-74.3533
El Cerro,34.7807,-106.6955
Hilliard,30.6866,-81.9212
Lake Orion,42.7827,-83.2453
Homestead,40.4073,-79.9097
Vails Gate,41.4588,-74.0533
Saylorville,41.6809,-93.628
Wilton,41.5898,-91.0272
Glenrock,42.8565,-105.8625
Cache,34.6294,-98.6184
Rancho Santa Fe,33.024,-117.1992
Providence,37.3993,-87.7509
Madison,38.0631,-81.8046
Cherryvale,33.9543,-80.4609
Kingston,47.7927,-122.5078
South Point,38.4214,-82.5784
Attica,40.2874,-87.2452
Patillas,18.0069,-66.0134
Lucedale,30.9312,-88.5959
Williston,33.4018,-81.422
Elm Springs,36.2068,-94.2382
Hampton,32.8676,-81.1093
Chandler,35.7224,-96.8925
Seven Fields,40.6868,-80.0638
Brighton,33.4396,-86.9454
Greenfield,45.0997,-93.6884
Madison,30.4716,-83.413
Culloden,38.4154,-82.0705
Mosheim,36.1955,-82.9655
Woodlynne,39.9167,-75.0957
Commercial Point,39.7809,-83.0387
Aspinwall,40.4929,-79.9037
Akron,43.018,-78.4978
Oconto Falls,44.8738,-88.1444
Amery,45.3045,-92.3635
Flemingsburg,38.4236,-83.7373
Wilkshire Hills,40.636,-81.4313
Bar Nunn,42.922,-106.3475
Luyando,18.3575,-67.1553
El Paso,40.7405,-89.0183
Inman,35.0463,-82.0897
Hartley,38.4203,-121.952
Jones,35.5662,-97.2901
Whitehall,43.4003,-86.3405
Dogtown,38.2096,-121.1551
Brazoria,29.0454,-95.567
Onawa,42.0265,-96.0909
Womelsdorf,40.3655,-76.1864
Shallowater,33.6901,-101.9893
Burlington,38.4099,-82.5283
Springfield,32.3636,-81.303
La Luisa,18.4488,-66.5078
Eutaw,32.8436,-87.8986
Saugatuck,41.1143,-73.3717
Kalama,46.0164,-122.8402
Big Lake,61.526,-149.9721
La Dolores,18.3725,-65.8546
Watkinsville,33.861,-83.4072
Lido Beach,40.5911,-73.6128
Clayton,36.4426,-103.1574
Grottoes,38.2691,-78.8251
Graymoor-Devondale,38.2733,-85.6177
Hamilton,31.6997,-98.1208
Warren AFB,41.1488,-104.8618
Brighton,35.4813,-89.7353
Butler,41.4274,-84.8721
Winner,43.3776,-99.8552
Fayetteville,38.0622,-81.1083
Richmond,41.9231,-111.8076
Bonny Doon,37.0436,-122.137
Greens Farms,41.1264,-73.322
Lake Shastina,41.5213,-122.3756
Lake Wynonah,40.5879,-76.181
Platteville,40.222,-104.834
Montara,37.5483,-122.4923
Ridgewood,41.534,-88.0436
Pearisburg,37.3289,-80.7275
Ford City,40.7693,-79.5327
Indian Hills,38.2809,-85.6617
Colonial Heights,36.4853,-82.5069
Wind Gap,40.8484,-75.2917
West Monroe,41.9143,-83.4317
New Haven,38.6048,-91.2179
Marion,37.3321,-88.0795
Elgin,34.6724,-80.7215
Summerset,44.1912,-103.3394
Menlo Park Terrace,40.5534,-74.3243
Mountain Iron,47.5474,-92.6255
Janesville,40.2993,-120.5024
Woodside,40.2305,-74.8606
Soperton,32.3782,-82.5945
West Berlin,39.8104,-74.9407
Santa Rosa,26.2561,-97.8252
Ross,39.3146,-84.6599
Lindsay,34.8393,-97.6105
Fairfield Harbour,35.0706,-76.9571
Kachina Village,35.0947,-111.6928
East Norwich,40.8495,-73.5288
Weed,41.4127,-122.3816
Woodville,30.774,-94.4234
Park View,41.6953,-90.5394
Silver Springs,29.2191,-82.0558
Atkins,35.2414,-92.9465
New Hope,34.537,-86.4128
Turley,36.2472,-95.9655
Tilton Northfield,43.4444,-71.5924
Chester Heights,39.8927,-75.4698
Ithaca,43.2911,-84.5956
Sage,33.5983,-116.9154
Bloomingdale,32.1249,-81.3077
Albany,40.3056,-85.2331
Piedmont,37.1491,-90.697
Pembroke,34.6766,-79.1935
Fairfield,31.7183,-96.1697
Piedra Aguza,18.0338,-66.4955
Ava,36.9547,-92.6662
Pine Grove,38.403,-120.6571
Poteet,29.0373,-98.5728
Eatonville,46.8682,-122.2697
Hillsville,36.7613,-80.7371
Mountain Home AFB,43.0496,-115.8655
Clarksville,33.611,-95.0563
Cordes Lakes,34.3103,-112.1073
Norco,29.9986,-90.4036
Aberdeen Proving Ground,39.4672,-76.1308
Lakewood,33.8428,-80.3492
Paramount-Long Meadow,39.6798,-77.6921
Everson,48.9125,-122.3507
Buena Vista,38.8319,-106.1387
Wendell,42.7745,-114.7026
Windsor,38.5319,-93.5227
Garden View,41.2567,-77.0492
Osage City,38.6337,-95.8218
Clever,37.0333,-93.4729
Brandenburg,37.9956,-86.1773
Fairfield University,41.159,-73.2571
Lake Success,40.768,-73.7089
Keeseville,44.5035,-73.4812
Pageland,34.772,-80.3897
Lake Wissota,44.922,-91.3013
Lena,42.3786,-89.8218
Oaklawn-Sunview,37.6084,-97.2984
Crewe,37.1812,-78.1307
Delavan Lake,42.5992,-88.6176
Sumner,38.7196,-87.872
Lockport,29.6443,-90.5324
Yanceyville,36.4101,-79.3356
Wales,43.0042,-88.374
Union,40.6966,-74.2693
Mendenhall,31.9609,-89.8692
Freemansburg,40.628,-75.3401
East Douglas,42.0779,-71.7121
Homedale,43.6154,-116.9379
Taft,27.98,-97.3928
Holly Hills,39.6678,-104.9216
Choccolocco,33.6683,-85.7128
Follansbee,40.3385,-80.5975
Aguada,18.3803,-67.1884
Lakeland,31.0409,-83.0748
Rogers City,45.415,-83.8186
Idyllwild-Pine Cove,33.7443,-116.7258
Cedar Crest,42.0764,-70.6613
Shenandoah,38.4875,-78.6171
Chauvin,29.4455,-90.5939
Wimberley,29.9848,-98.0906
Voorheesville,42.6517,-73.9347
Poplarville,30.8391,-89.5306
Davis,34.4575,-97.1566
Dixon Lane-Meadow Creek,37.3864,-118.4153
Caledonia,43.6344,-91.5009
Heyworth,40.3138,-88.9928
White Mountain Lake,34.3441,-109.9878
Mountain View,35.8635,-92.1041
Weedpatch,35.2369,-118.9123
Dodge Center,44.0284,-92.8518
Almont,42.9206,-83.0434
Quarryville,39.8957,-76.1617
Lula,34.3955,-83.6659
Bolivar Peninsula,29.486,-94.5666
Allendale,33.008,-81.3092
Palermo,39.2333,-74.6859
Lake Helen,28.983,-81.2309
Denver,35.5344,-81.034
Clarion,42.732,-93.7298
Norway,45.7997,-87.914
