name,lat,lng
Gaston,36.4965,-77.6449
Clay Center,40.5256,-98.055
Oxford,36.209,-91.9183
Tipton,40.6374,-78.2948
Rockaway Beach,36.7019,-93.1617
Wanblee,43.5705,-101.6614
Fouke,33.2622,-93.8852
Marshallville,40.8997,-81.7329
Lakeville,42.8367,-77.703
Sanford,43.6777,-84.3803
Victor,46.4161,-114.1492
Dewar,35.4581,-95.9483
Waleska,34.3172,-84.5499
La Jara,37.2735,-105.9597
Chain O' Lakes,44.3318,-89.1672
Glasgow,38.2109,-81.4218
Clifton,34.9846,-81.8222
Notus,43.7267,-116.7998
Windfall City,40.3619,-85.9584
Mantua,41.282,-81.2223
Ainsworth,41.2901,-91.5545
Sterrett,33.449,-86.4645
Clearview Acres,41.5842,-109.2801
Silver City,34.9972,-79.2292
Ellendale,38.8102,-75.425
Albany,41.7861,-90.2163
Hartland,42.6597,-83.7446
Potomac,40.3067,-87.7977
Briaroaks,32.4958,-97.3033
Salt Creek,38.2407,-104.5867
Potomac Park,39.6124,-78.8082
Earlville,42.7401,-75.5436
Sarepta,32.8963,-93.4517
Rouzerville,39.7341,-77.528
Laytonville,39.6715,-123.4945
Springer,34.291,-97.1255
Virginia City,39.3074,-119.6483
Walker,42.2874,-91.781
Haviland,37.6173,-99.1059
Antelope,43.3087,-100.6306
Dunkirk,40.788,-83.6429
Brasher Falls,44.8096,-74.7789
Lone Rock,43.1857,-90.2012
West Point,38.406,-120.5365
Allenton,43.4218,-88.3448
Wallace,38.2039,-120.9609
Calumet,47.2478,-88.4535
Pleasantville,41.5935,-79.5808
Congerville,40.6168,-89.2051
Orrick,39.2133,-94.1254
Fort Chiswell,36.9444,-80.9577
Savona,42.283,-77.2238
Ocean Isle Beach,33.9011,-78.4393
Humphrey,41.6884,-97.4852
Everson,40.0907,-79.5871
Overton,40.7405,-99.5374
Whitelaw,44.1453,-87.8278
Bentleyville,41.4121,-81.4121
Prewitt,35.3682,-108.0748
Lake City,44.3297,-85.2085
Pleasant Plains,39.8747,-89.9183
Wilton,47.1581,-100.7842
Iron Mountain Lake,37.6854,-90.6185
Ohio City,40.7702,-84.6162
Owensville,39.1242,-84.1366
St. Clair,44.0839,-93.8605
Vineland,46.1832,-93.7822
Teec Nos Pos,36.9221,-109.0753
Riverton,37.0732,-94.706
Redfield,41.5905,-94.1963
Birnamwood,44.9319,-89.2094
Monroe,40.7451,-84.9409
Elkville,37.91,-89.2367
Ryan,34.0213,-97.9541
Hagerman,33.1146,-104.3284
Lake Tomahawk,40.7638,-80.5952
Stafford,37.9624,-98.5995
Ringtown,40.8565,-76.2352
Elmore City,34.6282,-97.3918
Cambalache,18.3577,-65.8841
Lyndon Station,43.7088,-89.8937
Volcano,19.4864,-155.2774
Millville,40.5576,-122.1697
Yatesville,41.3038,-75.7822
Cedarville,39.3382,-75.2068
Tatum,33.2553,-103.3112
Pleasant View,40.609,-79.5759
Wayne,34.917,-97.3166
Newtonville,39.5633,-74.8559
Pinewood,33.7396,-80.462
Downey,42.4288,-112.1233
Hamden,39.1592,-82.5243
Homecroft,39.6696,-86.1312
Meeteetse,44.1543,-108.8612
Stewartsville,39.7551,-94.4987
Valliant,34.0058,-95.0861
Lime Lake,42.4327,-78.4808
Hebron,46.9023,-102.0444
Detroit,33.6601,-95.2665
Condon,45.2366,-120.186
South Coffeyville,36.9921,-95.6219
Milford Center,40.179,-83.439
Clallam Bay,48.2534,-124.2579
Eden Roc,19.4917,-155.0958
Rocky Point,36.0261,-95.3216
New Hartford,42.5682,-92.6214
Niederwald,30.0038,-97.7532
Beatty,36.9474,-116.7337
Mulberry Grove,38.9245,-89.2662
Akins,35.5043,-94.67
Rivesville,39.5319,-80.1205
Hollow Rock,36.0355,-88.274
Halaula,20.2233,-155.7739
Hedrick,41.1713,-92.3079
Jolivue,38.1148,-79.0668
Empire City,34.4803,-98.0552
Corinne,41.5497,-112.1227
Crowder,34.1729,-90.1376
Newland,36.088,-81.9274
Bear River City,41.6124,-112.125
Lake Saint Clair,38.3227,-90.9986
Sewickley Hills,40.568,-80.1271
Bovey,47.2962,-93.4036
Bradbury,34.1536,-117.9684
Leeds,37.2373,-113.3471
Thunderbird Bay,31.9087,-99.0207
Franklin,37.523,-94.6994
Sanbornville,43.5525,-71.0297
John Sevier,36.038,-83.8257
Corriganville,39.6947,-78.797
White Swan,46.377,-120.7382
Eau Claire,41.9853,-86.304
Kezar Falls,43.808,-70.8831
Interlaken,40.235,-74.0166
Hubbell,47.177,-88.436
Shelter Cove,40.0389,-124.0558
Green Acres,48.8381,-99.6901
Edisto Beach,32.4922,-80.3239
Niantic,39.8541,-89.1653
Fripp Island,32.3231,-80.4789
Palmona Park,26.6892,-81.8945
Lincoln,38.868,-75.4229
Perry,39.43,-91.6662
Frankfort,39.7039,-96.4169
Hydetown,41.6516,-79.7241
Hardin,39.1591,-90.6248
Millerton,36.9769,-119.6658
Sanders,35.2095,-109.3224
Ashland,45.5977,-106.2975
New Chapel Hill,32.3011,-95.1674
Brownsville,43.6147,-88.4953
Hollins,33.1214,-86.129
Mound City,38.1325,-94.8506
Palestine,34.9696,-90.9068
Leesburg,41.3307,-85.849
Harwood,46.9762,-96.8802
Lewiston,44.8771,-84.3047
Hunting Valley,41.4802,-81.4108
Erlands Point,47.6038,-122.694
Holcomb,36.4022,-90.0249
El Refugio,26.3406,-98.7589
Newman,39.797,-87.9878
Imboden,36.1997,-91.1774
Superior,47.1935,-114.892
Fairchilds,29.4399,-95.7765
Mineral City,40.6018,-81.361
Hickory Flat,34.616,-89.1913
Wellsburg,42.4339,-92.9266
Schall Circle,26.7153,-80.1144
Pleasant Valley,64.8855,-146.8985
Attapulgus,30.7495,-84.4839
Viborg,43.1722,-97.0824
Drayton,48.562,-97.1794
Burr Oak,41.8472,-85.3212
Kerkhoven,45.1925,-95.3202
Texico,34.3897,-103.0513
Hickman,37.6193,-120.7513
McBain,44.1961,-85.2154
Derby Line,45.0008,-72.1035
Etna,41.4582,-122.8945
Almena,45.4149,-92.0384
De Kalb,32.7707,-88.656
Wickliffe,36.9666,-89.0813
Camden,36.325,-76.17
Atlas,40.7974,-76.4284
Driscoll,27.673,-97.751
Beulah Valley,38.0709,-104.983
Ventura,32.2438,-107.6832
North Middletown,38.1425,-84.1102
Steele,46.8568,-99.9181
Grantsville,39.6969,-79.1528
Rocky Hill,40.4001,-74.6405
Delano,35.2545,-84.5579
Lake Colorado City,32.3491,-100.9375
Black Eagle,47.527,-111.267
Freelandville,38.8653,-87.3102
North San Pedro,27.8027,-97.682
Osmond,42.3583,-97.599
Lake Santee,39.4078,-85.3066
Beaver Springs,40.7448,-77.2168
Hilltop,41.1627,-80.7408
Nuiqsut,70.2135,-150.9897
Brookside,40.0708,-80.7607
La Moille,41.5299,-89.2833
Salcha,64.5274,-146.9042
Michie,35.0604,-88.4257
Blanchardville,42.8094,-89.8606
Mount Jewett,41.7246,-78.6443
Granite,40.5686,-111.8011
Morven,30.9434,-83.5003
Garrison,38.6075,-83.1833
Atlanta,40.2139,-86.027
Kinmundy,38.7729,-88.8527
Teachey,34.7705,-78.0066
Merrill,42.026,-121.6008
Chester,48.5113,-110.9663
Montreal,46.4312,-90.2382
Coleman,45.0673,-88.0358
Crescent,31.5153,-81.3752
McGregor,43.0246,-91.1819
Hackett,35.1877,-94.4106
Viburnum,37.7149,-91.1295
Rushford Village,43.8033,-91.7915
May Creek,47.8555,-121.6745
Hightsville,34.2667,-77.9344
Kersey,41.357,-78.6101
Route 7 Gateway,41.3171,-73.4746
Mound City,37.0854,-89.1628
Fountain City,39.9549,-84.9192
Ellenboro,35.3309,-81.7612
Hubbard,42.3058,-93.3022
Winfall,36.2105,-76.4548
Taylortown,35.2146,-79.4916
West Winfield,42.8838,-75.1914
Heath Springs,34.5933,-80.675
McIntosh,47.6369,-95.8864
Liberal,37.559,-94.5161
Gibraltar,40.2809,-75.8609
Nortonville,39.4159,-95.3304
Reece City,34.0772,-86.0345
Key Colony Beach,24.7233,-81.0216
Rich Square,36.2739,-77.2839
Chauncey,39.4007,-82.1271
Lost City,36.0006,-95.1223
Queen City,40.4126,-92.5663
Alma,44.3374,-91.9221
San Miguel,32.1535,-106.7269
Isola,33.2634,-90.5923
Kiowa,37.0174,-98.4848
Koppel,40.8355,-80.3212
Garnavillo,42.8667,-91.2362
Santa Rosa,32.3325,-112.0464
Corydon,37.7403,-87.7063
Crescent,41.3653,-95.859
Kress,34.3658,-101.7484
Longport,39.3136,-74.5261
Painted Hills,39.3963,-86.3494
Chattaroy,37.7062,-82.2737
Arco,43.6316,-113.3017
Roseland,41.7176,-86.2506
Cosby,35.7952,-83.2457
Tekoa,47.2248,-117.0731
Morrill,41.964,-103.9249
Copenhagen,43.8934,-75.6726
Taycheedah,43.8118,-88.3916
Melbourne Village,28.088,-80.6652
Marco Shores-Hammock Bay,25.9964,-81.6889
Keefton,35.5772,-95.3065
Ramona,36.5367,-95.9264
West Mansfield,40.4007,-83.5444
Hollow Creek,38.1526,-85.6244
East Newnan,33.3461,-84.7763
Keiser,35.674,-90.0958
Mossyrock,46.5305,-122.4887
Mullan,47.4687,-115.7963
Faulkton,45.0342,-99.1266
Lake Latonka,41.283,-80.1831
Norwood,37.1072,-92.4189
Karlstad,48.578,-96.5169
Anguilla,32.9719,-90.8284
Belle Fontaine,30.492,-88.1131
Swea City,43.3834,-94.3104
Wonderland Homes,44.2029,-103.3433
Nassau Lake,42.5366,-73.6059
Valley City,41.2336,-81.9396
Coggon,42.2783,-91.5301
Spur,33.4703,-100.8556
Payne Gap,37.151,-82.6669
Nicholson,41.6268,-75.7862
Tyrone,32.7099,-108.3028
Lacona,43.6434,-76.0666
Woodridge,41.7122,-74.5741
Stonington,39.6385,-89.1921
Oriskany Falls,42.938,-75.4636
Dighton,38.481,-100.4663
Tetherow,44.0389,-121.3667
Barnardsville,35.7819,-82.4556
Stewardson,39.2637,-88.6302
Scotland,43.1481,-97.7199
Turbotville,41.1019,-76.7694
Athol,47.9469,-116.7079
McLean,40.3136,-89.1686
Belleville,35.0915,-93.4458
Schwana,46.8214,-119.9232
Saltsburg,40.4848,-79.448
Adams,43.5654,-92.719
Chamberino,32.0364,-106.6776
Cedar Hill,36.9424,-107.8862
Golden,40.1104,-91.0193
Avon,43.0052,-98.0593
Summerton,33.6013,-80.3527
Aguanga,33.4522,-116.8555
Dobbins Heights,34.9068,-79.6933
Reynolds,32.5608,-84.0943
Roff,34.6286,-96.8412
McRae,35.1119,-91.8253
Alexis,41.063,-90.5555
Bloomington,42.8931,-90.9264
Hartford,41.4577,-93.4038
West Lebanon,40.2724,-87.3862
Wheatfield,41.1911,-87.0531
Rawson,40.9569,-83.7851
Morrison,36.2927,-97.0276
Stratford,42.2696,-93.9274
North Brentwood,38.945,-76.951
Varna,42.4525,-76.4383
Prairie City,44.4611,-118.7094
Ubly,43.7082,-82.9356
Greenbush,48.7011,-96.1835
Pine Brook Hill,40.0462,-105.3097
Eads,38.4814,-102.7797
Pittsford,41.8619,-84.4771
Russellville,38.8674,-83.7879
Ida,41.9063,-83.5719
Cattle Creek,39.4667,-107.2599
Bergman,36.3128,-93.0115
Teton Village,43.5907,-110.8419
Hooversville,40.1504,-78.9132
Camden,41.755,-84.7562
Wiley Ford,39.6151,-78.7615
Gun Club Estates,26.6753,-80.108
Marengo,38.3714,-86.3444
Allen,43.2792,-101.9265
Wildwood,30.5256,-94.4456
Trout Lake,45.9976,-121.529
Dover,43.9698,-92.134
Betances,18.0296,-67.1335
Greenwood,44.9122,-93.555
Alpha,41.1915,-90.3805
Forestville,42.4691,-79.1755
Orient,45.4691,-122.3545
Hessmer,31.0534,-92.1214
Shelby,41.194,-97.426
Hilltop,37.9392,-81.1526
Maguayo,18.01,-67.0855
Blue Ridge Manor,38.2434,-85.5647
Oljato-Monument Valley,37.0309,-110.2512
Moscow,35.0611,-89.3893
Saugatuck,42.6592,-86.2061
Cordova,41.6775,-90.3218
University of Pittsburgh Bradford,41.9443,-78.6727
Sonoita,31.6646,-110.6427
Ruby,43.0323,-82.6118
Beaver Meadows,40.9299,-75.9131
Bertrand,40.5263,-99.6324
Rising Star,32.0976,-98.9665
Woonsocket,44.0541,-98.2724
What Cheer,41.3997,-92.3547
Waynesfield,40.6024,-83.9739
Courtland,44.2701,-94.3464
Naches,46.7258,-120.6909
Clear Lake,45.4464,-93.9986
Mesa,46.5735,-119.0013
Robin Glen-Indiantown,43.4618,-83.8408
Gratz,40.6073,-76.7157
Trenton,33.4272,-96.3409
Pine Ridge,34.3927,-80.1679
Joaquin,31.9659,-94.0504
Falls City,28.9822,-98.0217
Unalakleet,63.8924,-160.7861
Jetmore,38.0301,-99.9098
Hosford,30.3944,-84.8034
Buffalo,39.9168,-81.5205
Juniata Gap,40.5518,-78.4332
Dahlgren Center,38.34,-77.0324
Norris,34.7661,-82.7525
Attica,41.0634,-82.8873
St. Michaels,35.6606,-109.0962
Loretto,45.0548,-93.6353
Elmwood,40.8426,-96.2947
Queen Valley,33.2831,-111.3049
Scooba,32.8302,-88.4771
Beverly,38.8443,-79.8717
Wataga,41.0253,-90.2754
Blairstown,41.906,-92.0821
Cleveland,44.3236,-93.8353
Agency,39.6699,-94.7587
Bolton,40.9431,-81.1253
Cartwright,33.8556,-96.561
Grenloch,39.7825,-75.0562
Cardwell,36.0475,-90.2909
Molena,33.0122,-84.5006
Stetsonville,45.0772,-90.3143
Central Valley,38.6991,-112.0967
Blackduck,47.7263,-94.548
Phil Campbell,34.3519,-87.7072
Upper Witter Gulch,39.661,-105.4268
Niota,35.5171,-84.5499
Arlee,47.1678,-114.0838
Raymondville,37.3398,-91.8364
Sunset Lake,39.452,-75.2337
Glendale,42.7381,-123.4294
Vista West,42.8622,-106.4363
Arcadia Lakes,34.0536,-80.9615
Trimont,43.7611,-94.7162
Cairo,40.8307,-84.0847
Howe,34.9496,-94.6403
Kreamer,40.8004,-76.9707
Waverly,39.3328,-81.3813
Syracuse,38.9984,-81.9699
Brimfield,40.8379,-89.8827
Fieldsboro,40.1364,-74.7315
Raymond,45.0184,-95.2367
Francis Creek,44.2006,-87.7209
Lake of the Woods,34.8225,-119.0025
Wood Heights,39.3414,-94.1635
Farina,38.8302,-88.7796
Bardwell,36.874,-89.0091
Stony Creek Mills,40.3494,-75.8641
Oak Creek,40.2741,-106.9575
Adair,36.4365,-95.2734
Walton,40.6622,-86.2441
Pickett,34.7795,-96.7755
Oak Grove,32.5327,-96.3186
Millwood,41.1947,-73.7964
Bryant,44.5899,-97.4673
Wadsworth,39.6322,-119.2901
Parkway,38.3361,-90.9712
Pinas,18.1902,-66.2332
Lyons,41.7004,-84.0718
Tabernash,39.9788,-105.8441
Calhoun,37.5411,-87.2596
Chester,32.3945,-83.1551
Talbotton,32.6773,-84.5406
Idaho City,43.8281,-115.8307
Arendtsville,39.9233,-77.2999
Virgin,37.1979,-113.2071
Floyd,35.1989,-91.9645
Indianola,40.8133,-124.0808
Coleman,28.8028,-82.0707
Sewickley Heights,40.5595,-80.1528
Armour,43.319,-98.3448
Sharptown,38.5381,-75.719
Renaissance at Monroe,40.2634,-74.4807
New Harmony,38.1289,-87.9304
Folsom,30.631,-90.1941
Kirby,34.254,-93.6549
Landfall,44.9508,-92.9766
Tuscola,32.2115,-99.7983
Supreme,29.8604,-90.9955
Union Grove,32.5798,-94.9095
Red Creek,43.2488,-76.7225
Fallston,35.4288,-81.5023
Arizona Village,34.8546,-114.5895
Olde Stockdale,35.3476,-119.0794
Colmesneil,30.9097,-94.4221
Betsy Layne,37.5541,-82.6263
Fairplay,39.2245,-105.9965
Gaylordsville,41.641,-73.4826
Hoboken,31.1813,-82.1313
Sylvan Beach,43.2061,-75.7233
Gwynn,37.4984,-76.2883
Arcadia,41.1079,-83.5147
Fairview,34.2501,-86.6846
Pine Ridge,34.4487,-85.7806
Loretto,37.6351,-85.3985
Fieldale,36.7009,-79.9424
Grey Forest,29.6171,-98.6835
Salem,32.7121,-107.2056
Ray,48.3416,-103.1636
Hatton,47.6369,-97.4584
Eleva,44.5764,-91.4705
Sciotodale,38.7539,-82.8605
Manila,40.8515,-124.163
Galena,39.3425,-75.8787
Esmont,37.8284,-78.5959
Sawmill,35.8924,-109.1538
Silver Springs Shores East,29.0496,-81.8875
Minneola,37.4421,-100.0131
Twin Valley,47.2588,-96.2592
Sligo,41.1081,-79.4964
Mendocino,39.311,-123.7908
Beemer,41.9298,-96.8091
Hardy,36.3189,-91.4794
Lolita,28.8326,-96.5388
Warrenville,33.5461,-81.799
Tyronza,35.4868,-90.356
Tampico,41.6309,-89.7849
Patterson Heights,40.739,-80.3263
Killdeer,47.3689,-102.7472
North Light Plant,36.867,-108.033
Stockton,44.0271,-91.7697
Park City,37.0934,-86.0486
Paoli,34.8265,-97.2627
Turbeville,33.8895,-80.0161
Hardwood Acres,44.7213,-85.8263
Lyons,38.9884,-87.0812
Waverly Hall,32.6837,-84.7378
Grayhawk,37.931,-90.239
Hilltop Lakes,31.0755,-96.1915
St. Charles,41.2872,-93.8075
Ringwood,42.3973,-88.304
Winton,36.3899,-76.935
Lyons,41.936,-96.4717
Columbiaville,43.1567,-83.4069
Wonewoc,43.6531,-90.2239
Morrison,35.6048,-85.9117
Hinckley,39.3336,-112.6736
White Cliffs,35.5491,-108.6644
New Cuyama,34.943,-119.6819
Cedarville,41.5281,-120.1748
Paris,42.2273,-111.4032
Rolfe,42.8129,-94.5313
Rodey,32.6538,-107.1358
Yates City,40.7776,-90.0139
Hancock,45.4977,-95.795
Bradford,41.1772,-89.6583
Lakeside,41.5407,-82.7534
Chippewa Lake,41.0737,-81.9047
Montrose,40.5258,-91.416
Burke,43.1827,-99.2923
Cokeburg,40.1,-80.0656
White Earth,47.0978,-95.8445
Little Rock,34.4691,-79.39
Peletier,34.727,-77.0758
Williamsburg,38.384,-105.171
Tiskilwa,41.2928,-89.5082
Piper City,40.7562,-88.189
Redwater,32.7835,-89.5559
Muddy,45.5798,-106.7754
Allendale,38.5276,-87.7103
Hamilton,39.1349,-77.6642
Carnuel,35.0609,-106.4587
Dennehotso,36.8208,-109.8791
Oneida Castle,43.0812,-75.6331
Sandy Hook,38.0929,-83.124
Holland,38.2464,-87.0384
Plain,43.2779,-90.0423
Ridgway,37.7979,-88.2606
Oak City,39.3761,-112.339
Allenwood,40.1384,-74.1032
Paradis,29.868,-90.4397
Big Sandy,48.1785,-110.1134
McConnell,37.8282,-81.9652
Walnut Grove,44.225,-95.4692
Underwood,47.455,-101.1417
Watson,39.0261,-88.5685
South Mount Vernon,40.3823,-82.5018
Jacksons' Gap,32.8831,-85.8151
Kimball,45.3143,-94.3008
Milton,38.7113,-85.3734
Unionville,41.3013,-74.5619
New Hope,38.1954,-78.9044
Parkin,35.2629,-90.553
Dierks,34.12,-94.0173
Sequatchie,35.1115,-85.5965
Loch Lloyd,38.831,-94.5978
Langeloth,40.3631,-80.4138
Hookerton,35.4228,-77.5893
Harrah,46.4061,-120.541
Yachats,44.3127,-124.1023
Taconite,47.3315,-93.3758
Ozark Acres,36.3,-91.3871
Tonica,41.2159,-89.0702
Bloomdale,41.1716,-83.5534
Dove Creek,37.7668,-108.9071
Jonesburg,38.8546,-91.3028
Dale,44.2757,-88.673
Our Town,32.8304,-85.9687
New Berlin,40.8806,-76.9843
Morganza,30.7384,-91.592
Manokotak,58.893,-158.9109
Yarnell,34.2282,-112.7631
Wheatland,45.958,-111.5781
Cassville,42.715,-90.9891
Bucklin,37.5488,-99.6343
Jennings,30.5968,-83.107
Conneautville,41.7577,-80.3684
Silverhill,30.5455,-87.7506
Johnson,35.4064,-96.8444
Gillis,30.3769,-93.1999
Kenwood,38.4153,-122.5387
Onaga,39.4892,-96.1703
Uniontown,37.7732,-87.9318
Roslyn,47.2511,-121.099
Belfield,46.886,-103.1952
Minden,41.47,-95.5429
Junction City,33.022,-92.7236
Millerstown,40.5543,-77.153
George,47.0846,-119.86
Lafitte,29.6957,-90.0995
Paradise,41.5683,-111.8334
Misenheimer,35.4819,-80.287
Lockesburg,33.9716,-94.1761
Lee,30.4114,-83.3003
Taylor Springs,39.1312,-89.4946
Nelson,32.4298,-111.2649
Hermitage,37.9443,-93.3257
Carlock,40.5835,-89.1288
McClellanville,33.0865,-79.468
Silverton,34.4714,-101.304
Josephville,38.8293,-90.7869
Rancho Mesa Verde,32.5944,-114.6551
Forest Junction,44.2139,-88.1496
Kinsman Center,41.4544,-80.5854
Waterville,39.6919,-96.747
Rosman,35.1458,-82.82
Isleta,34.9042,-106.6992
Happy Valley,59.9137,-151.6072
Washington Grove,39.1407,-77.1746
Middletown,42.9869,-84.1445
Akutan,54.1594,-165.7328
Puryear,36.4413,-88.3324
Pultneyville,43.2739,-77.1814
Edenburg,40.5658,-75.9593
Watauga,36.3687,-82.2919
Lynch,36.9641,-82.9138
Graford,32.9374,-98.2474
Fairmont,40.6343,-97.5991
Fairfield,47.6151,-111.9813
Hailesboro,44.3097,-75.4356
Central City,35.33,-94.2347
Reddell,30.6688,-92.4268
Valle Vista,26.316,-98.6547
Ansonville,35.1041,-80.1097
Brownsdale,43.7404,-92.8681
Russell,40.9802,-93.2006
Round Hill,39.1319,-77.7681
Mesquite,32.167,-106.6885
Weaubleau,37.8915,-93.5404
Asherton,28.4461,-99.7604
Bucksport,33.6706,-79.1102
Rote,41.0781,-77.4114
San Perlita,26.501,-97.6397
Deer Park,38.536,-122.4679
Leesburg,34.1839,-85.775
Morning Sun,41.0941,-91.2506
Addison,34.2017,-87.1765
Parkdale,44.272,-86.2805
Scribner,41.6651,-96.6653
Highland Hills,41.4507,-81.5191
Camptown,36.6833,-76.8965
Voladoras Comunidad,18.3785,-67.0859
Jeffersonville,44.6427,-72.8282
Dunseith,48.813,-100.0622
Hardin,30.1493,-94.7377
Heuvelton,44.617,-75.4047
Harveysburg,39.5022,-83.9984
Lake Medina Shores,29.6383,-98.9869
Patoka,38.754,-89.0958
Bluffs,39.7494,-90.5352
Lake City,28.0821,-97.8828
El Paso,35.1153,-92.0812
Ferrelview,39.3143,-94.6653
Clark,41.2831,-80.4088
Oxford,41.7228,-91.7911
Weedville,41.2764,-78.4903
Mina,45.4521,-98.7414
Valier,38.0176,-89.0438
Elgin,41.9831,-98.0828
Vienna Center,41.2345,-80.6541
Mendon,40.6733,-84.5174
Glen Ullin,46.812,-101.8333
Escalante,37.765,-111.6001
Botsford,41.3589,-73.2671
St. Bernice,39.712,-87.52
Sunsites,31.941,-109.8394
Cambria,43.5416,-89.1108
Frisco,35.2437,-75.6018
Rosedale,39.6225,-87.2817
Vernon,30.6197,-85.7062
Leola,34.17,-92.5914
Hoffman,38.5404,-89.2644
Cohutta,34.9539,-84.9592
Lakeville,41.5286,-86.2745
Williamson,33.1777,-84.3581
Hoffman,35.0313,-79.5491
East Tulare Villa,36.2038,-119.2803
Sardis,34.533,-92.4067
Paris,40.4104,-80.5067
Schaller,42.4965,-95.2963
Chatham,32.3096,-92.4522
Haileyville,34.8542,-95.5784
Palo Seco,18.0093,-65.937
Seligman,35.3256,-112.8574
Caseville,43.9416,-83.2734
Bolton,34.3174,-78.3976
Charlotte Court House,37.0563,-78.6377
South Weldon,36.4135,-77.6024
Manilla,41.8926,-95.2345
Gideon,36.4489,-89.9128
Polkville,32.1909,-89.696
Fairfield,39.7891,-77.3698
Mathiston,33.5391,-89.1275
Zavalla,31.1584,-94.418
Farmersville,39.4412,-89.6521
Sherrard,41.3109,-90.4991
Bowen,40.2321,-91.0633
Timberlake,41.6655,-81.4428
Lynnview,38.1791,-85.7112
Wall Lake,42.2675,-95.0932
Cove,45.2964,-117.8102
Shelby,41.5067,-95.4506
Corbin City,39.3046,-74.7199
Wyocena,43.4931,-89.3099
Apple Canyon Lake,42.4302,-90.1642
Diablo,37.8408,-121.9565
Oakwood,31.5848,-95.8498
Dubois,43.5389,-109.6443
Saybrook,40.4283,-88.5266
Peninsula,41.2379,-81.5518
Davenport,37.0176,-122.1881
Leeton,38.5834,-93.6953
Cowley,44.8834,-108.4693
Wilroads Gardens,37.7153,-99.9269
Blue Berry Hill,28.3855,-97.7921
Leighton,34.6941,-87.5282
North Gate,37.9055,-121.9978
Pilot Grove,38.8736,-92.9126
Rose City,44.4209,-84.116
Adrian,32.5306,-82.592
North City,37.9918,-89.0635
Wilson,30.9236,-91.109
Chester Hill,40.8903,-78.2293
Caliente,37.6458,-114.4929
Walnut,41.4894,-95.2197
Lake Carroll,42.1705,-89.8699
Middlebourne,39.4947,-80.907
Cannonsburg,38.3806,-82.7006
Red Cross,35.2659,-80.3623
Benton Ridge,41.0043,-83.792
Wittmann,33.7749,-112.525
Plandome Manor,40.8147,-73.6984
Barboursville,38.1704,-78.2831
Tipton,34.4879,-99.15
Mer Rouge,32.7767,-91.7949
Taholah,47.3283,-124.2728
Sycamore Hills,38.7013,-90.349
Stratton,39.3029,-102.6034
Ochlocknee,30.9751,-84.0517
Neopit,44.9877,-88.8227
Fawn Lake Forest,41.5158,-75.0548
Dahlgren,38.198,-88.6847
Indian Springs,30.6879,-94.7449
Brooksville,38.6818,-84.0665
Corsica,43.4223,-98.4073
Palatine Bridge,42.9143,-74.5756
Polvadera,34.202,-106.9172
Ketchum,36.5251,-95.0341
Deemston,40.0273,-80.0334
Pena Blanca,35.5709,-106.3319
Silver Cliff,38.1204,-105.4104
Hokah,43.7599,-91.3498
Lily Lake,42.5629,-88.213
Muir,42.9973,-84.9359
Littlefork,48.3964,-93.5578
Benoit,33.6517,-91.0087
Nelliston,42.9318,-74.6099
Marine on St. Croix,45.1983,-92.7783
Mulga,33.5521,-86.973
Mount Calvary,43.8263,-88.2461
Nelsonville,41.4291,-73.9466
Beersheba Springs,35.459,-85.6689
Beach City,40.6531,-81.5795
Clarkston,41.9205,-112.0503
Lake Winola,41.5105,-75.8509
Andrews,29.5496,-82.8883
Milan,32.0194,-83.0631
Salem,37.2653,-88.241
Port Sanilac,43.4275,-82.5449
Joppa,34.2982,-86.5506
Campobello,35.126,-82.1488
Emlyn,36.7023,-84.1418
McRoberts,37.2132,-82.6687
Central City,39.7945,-105.512
Woodland Hills,38.2393,-85.5289
Castlewood,44.7242,-97.0309
St. Francis,43.1426,-100.9028
Piney Grove,32.6218,-85.0368
Ettrick,44.1695,-91.2651
Penney Farms,29.9807,-81.8108
Franklin,39.6205,-90.0477
Eastborough,37.6856,-97.2591
Many Farms,36.3532,-109.6271
Mokelumne Hill,38.3057,-120.7061
Millington,39.2629,-75.836
Alden,43.6695,-93.5735
Marion,32.8997,-92.2405
Chesnee,35.1461,-81.863
Cherokee,37.345,-94.8215
War,37.304,-81.6802
Marquette,38.5555,-97.8344
Middleton,35.0593,-88.8902
New Straitsville,39.5793,-82.2343
Bella Villa,38.5436,-90.2855
Bardwell,32.2671,-96.6955
Guy,35.3273,-92.3367
Hillcrest,29.3924,-95.2233
Hillsboro,34.6407,-87.1838
North Philipsburg,40.9092,-78.2087
Shipman,39.1203,-90.0452
Hanna,41.8697,-106.5597
St. Meinrad,38.1692,-86.8257
New Tripoli,40.6773,-75.7498
Welling,35.8808,-94.8712
Loyall,36.8527,-83.3506
La Fargeville,44.196,-75.9627
Nuangola,41.1583,-75.9781
Wallace,34.7201,-79.8479
Newcastle,33.1951,-98.7436
Dakota,42.388,-89.5265
Kasota,44.2916,-93.969
Buckland,65.9784,-161.1341
Durhamville,43.1225,-75.665
Enfield,38.1008,-88.3382
Bairoa La Veinticinco,18.2636,-66.0213
Garwin,42.0935,-92.6791
Wilbur,47.7581,-118.7117
Penasco,36.1703,-105.6908
Graham,31.8292,-82.503
Accoville,37.7652,-81.827
Parker,41.0907,-79.6846
Woodmere,41.4598,-81.4799
Fairfax,40.3392,-95.3919
Dudley,32.532,-83.0805
